,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
14,-25737,-60861,-5157,-74080,-114229,-157981,-184868,-235827,-263079,-280432,-390411,-455782,-524757,-558456,-534314,-667435,-750822,-799404,-836672,-924806,-976351,-1077753,-1182759,-1212247,-1276318,-1392134,-1511552,-1639588,-1667864,-1801277,-1935108,-2012936,-2217445,-2359898,-2508141,-2659988,-2844101,-3054511,-3313995,-3480254,-3617540,-3825656,-4002725,-4203987,-4388261,-4626102,-4845290,-4955008,-5183812,-5301108,-5507001,-5716498,-5873008,-6172571,-6492859,-6716768,-6994846,-7225962,-7475267,-7638534,-7880459,-8125987,-8348038,-8658659,-9016638,-9276579,-9476898,-9657013,-9927763,-10202117,-10505413,-10685214,-10970377,-11313915,-11686460,-11982460,-12326989,-12630167,-12959576,-13195678,-13463946,-13781537,-14102731
15,59334,63296,29438,-27312,-68576,-113543,-129942,-287390,-270671,-323818,-429995,-497180,-631552,-667382,-772467,-943259,-1048013,-1132327,-1225434,-1308814,-1314192,-1418409,-1431198,-1635819,-1763019,-1882049,-2004781,-2144715,-2353164,-2537349,-2637130,-2818632,-2993866,-3138179,-3265608,-3421669,-3547166,-3748420,-3962005,-4050683,-4136130,-4288451,-4426439,-4612125,-4792276,-4985368,-5076780,-5182158,-5303608,-5511513,-5723121,-6034801,-6253815,-6476533,-6702953,-6933077,-7166904,-7404434,-7726953,-7971889,-8169668,-8422011,-8605270,-8829261,-9052818,-9231123,-9501981,-9880371,-10179735,-10396556,-10765878,-11057066,-11350144,-11672618,-11989312,-12338991,-12577480,-12857612,-13224177,-13445725,-13793612,-14120018,-14393733
16,-118334,-47534,-82306,-120880,-150846,-197027,-247011,-339179,-370685,-395533,-556031,-685724,-825045,-908047,-895558,-919448,-1021398,-1209490,-1305112,-1504247,-1529606,-1666865,-1773885,-1993895,-2112336,-2186717,-2312764,-2442614,-2631600,-2800211,-2941470,-3086533,-3235399,-3388068,-3512446,-3689238,-3896032,-4105180,-4276865,-4391546,-4595997,-4801054,-4987952,-5178652,-5423399,-5621706,-5914846,-6120759,-6330475,-6450571,-6667893,-6889019,-7076536,-7305267,-7478966,-7686554,-7926695,-8109621,-8357369,-8572977,-8828330,-9166647,-9366423,-9633186,-9903752,-10212693,-10490865,-10772841,-11067510,-11376397,-11582608,-11879796,-12180787,-12413373,-12721971,-13034372,-13344727,-13664734,-13988545,-14399637,-14731053,-15066273,-15350293
17,-27880,-83150,-118835,-158390,-244993,-292388,-345606,-495428,-464189,-554358,-621269,-595889,-708045,-786665,-869189,-945288,-1126222,-1220455,-1392714,-1456041,-1548942,-1658788,-1772537,-1814423,-1935978,-2091871,-2254104,-2399517,-2460560,-2601631,-2746604,-2926556,-3143026,-3299709,-3460296,-3513713,-3682105,-3854401,-4045533,-4321305,-4606055,-4902289,-5094100,-5289815,-5440045,-5643566,-5850990,-6121137,-6260313,-6479446,-6654203,-6881143,-7209988,-7545405,-7784054,-8080488,-8326943,-8659277,-8929191,-9187356,-9458089,-9800609,-10028079,-10240878,-10524885,-10750592,-11143564,-11432954,-11817238,-12099946,-12454540,-12669881,-12872447,-13234014,-13547735,-13969929,-14294447,-14622869,-14894782,-15231009,-15521547,-15833396,-16181333
18,42491,115953,127985,104426,59820,11210,-118577,-175193,-235812,-270013,-267358,-339986,-409976,-507202,-623532,-758980,-943248,-984761,-1085411,-1296663,-1461459,-1564643,-1611679,-1671134,-1812012,-1940684,-2073909,-2256951,-2487308,-2670127,-2902022,-3054714,-3211408,-3372106,-3429158,-3676700,-3745809,-3808675,-4094359,-4279075,-4486319,-4751796,-4948522,-5220889,-5425621,-5634357,-5847095,-6009372,-6329272,-6554020,-6720210,-7022120,-7206367,-7519279,-7815535,-7984286,-8237056,-8573094,-8811277,-9076056,-9344838,-9637477,-9914265,-10220701,-10430090,-10660391,-10953192,-11349840,-11622136,-11926947,-12153020,-12465837,-12759565,-13080388,-13501118,-13829948,-14162780,-14499616,-14836945,-15114400,-15453496,-15838306,-16253404
19,-29308,-72324,-109838,-151456,-197177,-247000,-208978,-369103,-431236,-467680,-525452,-599894,-678440,-761089,-848730,-1037240,-1215804,-1309507,-1412672,-1519940,-1578091,-1691640,-1811217,-1934898,-2079120,-2110076,-2312035,-2452128,-2596325,-2775221,-2927623,-3084129,-3244737,-3346928,-3548194,-3720769,-3994080,-4264837,-4450064,-4639395,-4718009,-4915546,-5117186,-5393804,-5603651,-5783348,-6001400,-6284974,-6441724,-6672086,-6906551,-7145120,-7460243,-7707018,-8057284,-8312265,-8576791,-8885333,-9208492,-9479886,-9755382,-10030175,-10374111,-10661917,-11028698,-11424757,-11615339,-12002445,-12310767,-12623192,-13014655,-13367286,-13788347,-14047202,-14269773,-14560510,-14911427,-15226328,-15575682,-15929138,-16286697,-16568372,-16998094
20,-144757,-289217,-244557,-179506,-226341,-277379,-245112,-273627,-337274,-359352,-431406,-494674,-608440,-689311,-685350,-861368,-871889,-866311,-937183,-1047065,-1161150,-1351524,-1504400,-1736704,-1865596,-2000697,-2140001,-2283509,-2366992,-2518905,-2675022,-2928787,-3093310,-3262036,-3434965,-3612098,-3874335,-4144776,-4216345,-4410290,-4608438,-4810790,-4985385,-5185191,-5430957,-5541136,-5764503,-5905384,-6220040,-6401691,-6713743,-6958126,-7255488,-7526109,-7805421,-8127691,-8398093,-8692476,-8966281,-9133966,-9416177,-9610226,-9900843,-10304969,-10603993,-10971250,-11278680,-11590313,-11967256,-12287295,-12653954,-12864871,-13197520,-13533318,-13874373,-14313012,-14675589,-14981443,-15234692,-15646693,-15950647,-16201318,-16658915
21,-139937,-167682,-133264,-185747,-230353,-265765,-299198,-355814,-416433,-388160,-398301,-388732,-465364,-545998,-550937,-639578,-716616,-820404,-1028900,-1236368,-1456746,-1569406,-1725591,-1846258,-2026626,-2120031,-2252707,-2335032,-2402724,-2547409,-2696097,-2873179,-3037962,-3198659,-3261757,-3373698,-3461262,-3552517,-3755410,-3871435,-4069000,-4310509,-4618997,-4819726,-4986107,-5176544,-5389282,-5606772,-5795063,-6117512,-6370050,-6602804,-6881120,-7085233,-7437201,-7765702,-7915354,-8091453,-8315505,-8528595,-8797377,-9070163,-9346951,-9525830,-9920406,-10320302,-10586885,-10793559,-11094367,-11402249,-11621643,-11831116,-12230600,-12443479,-12719283,-13063887,-13309390,-13646225,-14044700,-14405333,-14827688,-15077349,-15470797
22,-27165,-49794,-14335,-44472,-80482,-75281,-125265,-179053,-225641,-264725,-229152,-329019,-401822,-509534,-679665,-763878,-885796,-977615,-1033501,-1063948,-1059732,-1272723,-1313994,-1428631,-1494068,-1685175,-1758531,-1983284,-2116937,-2254394,-2372470,-2472076,-2564725,-2633975,-2783265,-2862663,-2965881,-3133763,-3202354,-3272734,-3437762,-3620857,-3777023,-3967723,-4256956,-4454254,-4656364,-4781691,-4991407,-5109823,-5327145,-5548271,-5773199,-6087605,-6320140,-6505023,-6697952,-7042374,-7192441,-7366815,-7622169,-7958693,-8196725,-8486102,-8737895,-9086034,-9412148,-9719823,-10005602,-10295184,-10638028,-10952986,-11338675,-11629681,-12045141,-12353566,-12766111,-13155383,-13399232,-13726993,-14044107,-14379327,-14638881
23,-25737,-128794,-255771,-292317,-248104,-215050,-299838,-350797,-340572,-366825,-445528,-510900,-623852,-731316,-807496,-908318,-991705,-1140337,-1230931,-1266030,-1363829,-1386678,-1411827,-1510657,-1550455,-1666270,-1708004,-1823100,-1998284,-2203206,-2358631,-2442470,-2660579,-2868895,-2985179,-3137026,-3292475,-3539090,-3701746,-3830730,-4018189,-4168279,-4432548,-4613220,-4875685,-5063563,-5255044,-5450129,-5648816,-5760308,-5920634,-6130131,-6314703,-6531407,-6713359,-6924317,-7151829,-7382945,-7617664,-7855986,-8130001,-8302554,-8544249,-8720431,-8955763,-9287300,-9526762,-9704509,-9961603,-10286940,-10533260,-10812702,-10998395,-11227035,-11615154,-11859559,-12235874,-12539053,-12785883,-13130038,-13354617,-13708938,-13934990
24,-96435,-124146,-155260,-260154,-298074,-359779,-453399,-480057,-531591,-545822,-681643,-835286,-960201,-1025040,-1096992,-1128885,-1135300,-1217462,-1297437,-1432229,-1524600,-1621683,-1792179,-1803507,-1838540,-1883907,-2091657,-2207850,-2418088,-2541087,-2749613,-2955842,-3016328,-3152940,-3369244,-3484532,-3547305,-3643785,-3815523,-3882377,-4043772,-4299404,-4466644,-4587333,-4776866,-4954316,-5207858,-5392113,-5579772,-5828664,-6023129,-6131214,-6332486,-6552122,-6760200,-6968097,-7182981,-7321505,-7483837,-7735642,-7877320,-8109220,-8265527,-8504233,-8817365,-9111589,-9437726,-9655794,-9839313,-10098721,-10434720,-10774747,-11019697,-11214682,-11468240,-11747783,-12030730,-12317080,-12626163,-12919319,-13233938,-13605964,-13885201
25,-22880,-138505,-202842,-235331,-295848,-355606,-397704,-487891,-577743,-688492,-674016,-648048,-709366,-773886,-770400,-839072,-982102,-972688,-1001329,-995382,-1082324,-1113608,-1206957,-1346394,-1510344,-1582606,-1688767,-1760023,-1945551,-2061322,-2203370,-2340576,-2497584,-2626167,-2757954,-2844169,-2982362,-3123757,-3268356,-3416159,-3567164,-3721372,-3848499,-3982022,-4079010,-4332026,-4435093,-4658164,-4834795,-5014628,-5197665,-5383905,-5556188,-5817017,-5948063,-6198940,-6401195,-6644696,-6853358,-7034012,-7249080,-7403926,-7559113,-7809480,-7982049,-8261920,-8496207,-8670609,-8888997,-9132893,-9366539,-9529472,-9782978,-10038713,-10298625,-10539640,-10805958,-11038918,-11311642,-11635072,-11914203,-12194664,-12508393
26,-44253,-124545,-152002,-133187,-157511,-204616,-178020,-273029,-318505,-397829,-379781,-434267,-491755,-558526,-622021,-666991,-766685,-839189,-914697,-922696,-936807,-962631,-1050152,-1140675,-1234201,-1330731,-1352452,-1434250,-1504544,-1570176,-1620435,-1675341,-1830472,-1889279,-2013157,-2209919,-2339483,-2445984,-2569041,-2707615,-2921159,-3124949,-3206187,-3333640,-3407824,-3600037,-3726257,-3953095,-4123385,-4267601,-4354241,-4528853,-4699600,-4880218,-5063838,-5334400,-5524027,-5775975,-5971608,-6170245,-6371884,-6603726,-6765749,-6976398,-7228716,-7393805,-7685353,-7855283,-8123566,-8342302,-8551126,-8786671,-8962386,-9272798,-9516482,-9835151,-10093169,-10345862,-10601558,-10813277,-11074980,-11339685,-11574065
27,59319,36494,10865,-17567,-102596,-112910,-149751,-170548,-212996,-258246,-319672,-447088,-529686,-586149,-587764,-579210,-644083,-737401,-878488,-951770,-967644,-1046532,-1102697,-1125593,-1212891,-1333668,-1487293,-1646254,-1744765,-1846078,-2029401,-2136321,-2204024,-2316550,-2417080,-2608910,-2650123,-2773862,-2895693,-3064031,-3196179,-3268779,-3357412,-3484420,-3578279,-3735138,-3884105,-4035875,-4245634,-4418238,-4578417,-4741400,-4927042,-5095631,-5328310,-5480349,-5594371,-5727808,-5937318,-6199760,-6387971,-6578985,-6791849,-6975404,-7188733,-7390960,-7579915,-7742033,-7952669,-8166109,-8382351,-8590450,-8855977,-9102627,-9293984,-9545506,-9748031,-9983895,-10222563,-10473867,-10718141,-10931014,-11180894
28,-18594,-39791,-63591,-73421,-91378,-88314,-122527,-194961,-234380,-276402,-395164,-456208,-447948,-572110,-627147,-729584,-804538,-867231,-929822,-957877,-1060154,-1168108,-1243753,-1322219,-1361613,-1445285,-1531561,-1548727,-1601931,-1696016,-1738849,-1817827,-1875388,-1924047,-2093681,-2223175,-2318798,-2467411,-2584924,-2765461,-2932986,-3065062,-3122613,-3253142,-3355093,-3459330,-3597669,-3769281,-3845381,-4015294,-4164044,-4315399,-4407832,-4521983,-4752135,-4913902,-5062458,-5229431,-5354945,-5518521,-5693303,-5870689,-5999781,-6182373,-6367568,-6555366,-6745767,-6999211,-7194819,-7462121,-7635886,-7782121,-8018392,-8192511,-8412836,-8626666,-8843098,-9073742,-9276777,-9479058,-9682606,-9861713,-10093765
29,-17861,-35421,-14167,-38541,-65319,-74245,-105830,-139817,-124820,-163614,-219233,-262833,-308836,-357242,-415977,-469190,-496123,-551914,-605662,-720690,-738585,-806217,-876251,-948689,-1031562,-1108806,-1184256,-1266306,-1350759,-1495001,-1540645,-1632307,-1743214,-1839683,-1938555,-2039830,-2143509,-2295606,-2371155,-2482043,-2595334,-2698185,-2751256,-2940099,-3039978,-3165285,-3354277,-3502920,-3688985,-3794335,-3948853,-4088579,-4217276,-4349823,-4510620,-4659958,-4876853,-5030997,-5209036,-5356555,-5455025,-5661619,-5822411,-5990974,-6175736,-6296166,-6471939,-6605821,-6730827,-6913809,-7056170,-7243958,-7453738,-7689570,-7878997,-8077877,-8317248,-8560179,-8764789,-8994726,-9247908,-9440925,-9655148
30,-22830,-1818,-18757,-41103,-120013,-117087,-146042,-163425,-148191,-179068,-278930,-338490,-380664,-395357,-499682,-598733,-687257,-719927,-775320,-832916,-892716,-954718,-1023117,-1088713,-1208876,-1279691,-1352710,-1445188,-1522612,-1599999,-1681830,-1794737,-1910009,-1962890,-2045051,-2124335,-2219384,-2271387,-2344896,-2446555,-2536531,-2651802,-2814468,-2929882,-3042557,-3211475,-3287973,-3358835,-3480323,-3651720,-3756893,-3893501,-4023801,-4111180,-4265469,-4343371,-4499597,-4579826,-4723345,-4854467,-5002392,-5204978,-5296912,-5451446,-5608184,-5767369,-5928513,-6055264,-6193827,-6300806,-6412102,-6604712,-6779075,-6939973,-7118742,-7299714,-7487257,-7672635,-7904308,-8140401,-8332389,-8526580,-8722974
31,-14308,-74949,-93263,-81252,-108240,-149094,-175421,-203751,-273763,-308483,-384033,-415528,-453851,-456075,-498427,-585009,-631367,-679729,-765215,-794394,-848765,-920133,-955388,-1015769,-1078152,-1182144,-1208457,-1276850,-1347246,-1419645,-1473589,-1522279,-1654807,-1735219,-1834946,-1939068,-1989068,-2066400,-2113862,-2217823,-2282962,-2327014,-2406365,-2506808,-2562755,-2667204,-2825069,-2928223,-3038682,-3165734,-3280199,-3392913,-3472374,-3592019,-3697763,-3822244,-3918221,-4046708,-4148969,-4319640,-4454137,-4555839,-4670689,-4817534,-4963875,-5108388,-5254903,-5403422,-5527446,-5679881,-5834409,-6011490,-6122922,-6229879,-6392419,-6556963,-6771636,-6935407,-7109120,-7330032,-7545139,-7721701,-7943696
32,-12880,-27562,-21763,-40052,-60145,-82040,-65247,-57122,-84427,-75345,-106256,-135939,-220967,-257288,-295411,-335338,-377068,-400721,-446057,-514044,-609518,-705977,-767897,-819104,-875259,-933217,-1036906,-1126480,-1222395,-1287566,-1354540,-1444426,-1473178,-1501052,-1540164,-1616153,-1693946,-1727092,-1830649,-1913851,-2017915,-2089015,-2177627,-2268041,-2313223,-2437925,-2543222,-2671027,-2774301,-2852950,-2928150,-3032990,-3139633,-3225716,-3335965,-3498186,-3627745,-3774384,-3891846,-4037667,-4158735,-4233390,-4395984,-4535265,-4693308,-4788195,-4914344,-5048034,-5231275,-5379436,-5543546,-5727175,-5878033,-5990674,-6176407,-6279305,-6403293,-6530759,-6684284,-6872794,-7009750,-7153711,-7365086
33,-43452,-56506,-33225,-26288,-44151,-63618,-84688,-149700,-173976,-199855,-214343,-275620,-351867,-358756,-422424,-496316,-533417,-535453,-575761,-616646,-694488,-739605,-784315,-832638,-887386,-938916,-1026206,-1058766,-1091219,-1164639,-1254556,-1315704,-1378456,-1445864,-1511822,-1570797,-1618417,-1689184,-1734198,-1808172,-1863646,-1940826,-2053862,-2113902,-2195537,-2279129,-2364324,-2415921,-2468120,-2600976,-2673902,-2755271,-2850085,-2927980,-3050474,-3137841,-3239068,-3316175,-3420608,-3496661,-3578527,-3687770,-3763929,-3884285,-3998337,-4113992,-4253505,-4356276,-4442468,-4576041,-4709320,-4837894,-4964771,-5093251,-5231156,-5362842,-5509493,-5644386,-5780882,-5918981,-6063443,-6166750,-6351182
34,-21408,-18571,-31399,-48410,-90484,-131123,-149564,-173620,-194868,-217518,-241572,-242372,-262375,-308383,-354598,-400325,-432797,-466673,-531744,-529508,-567593,-580040,-643737,-696623,-740321,-802379,-818488,-866396,-888641,-939354,-963181,-1016701,-1071623,-1155224,-1212953,-1238245,-1262951,-1324890,-1388232,-1451485,-1529972,-1597523,-1702604,-1772962,-1844722,-1895470,-1970037,-2029753,-2133363,-2212139,-2292319,-2396441,-2515198,-2580211,-2650743,-2737938,-2821032,-2911034,-3002438,-3067006,-3185503,-3251027,-3348044,-3446464,-3547049,-3648276,-3772149,-3910100,-4015536,-4118644,-4230122,-4370766,-4481815,-4615926,-4757077,-4872335,-4949182,-5067246,-5196384,-5317255,-5425860,-5549537,-5674617
